Series Name,Average precipitation in depth (mm per year),CPI base year,CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CRVS (WDI),Changes in inventories (constant LCU),Changes in inventories (current LCU),Changes in inventories (current US$),"Charges for the use of intellectual property, receipts (BoP, current US$)",Compensation of employees (current LCU),Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",Control of Corruption: Standard Error,DEC alternative conversion factor (LCU per US$),Electric power transmission and distribution losses (% of output),Firms competing against unregistered firms (% of firms),Firms experiencing electrical outages (% of firms),Firms offering formal training (% of firms),Firms that spend on R&D (% of firms),Fixed broadband subscriptions,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),GOAL 17: Partnerships to achieve the Goal (5 year moving average),GOAL 2: Zero Hunger (5 year moving average),Geospatial data available at 1st Admin Level,"IFC, private nonguaranteed (NFL, US$)","Industrial design applications, nonresident, by count","Industrial design applications, resident, by count","Listed domestic companies, total",Net ODA received per capita (current US$),"Net bilateral aid flows from DAC donors, Australia (current US$)","Net bilateral aid flows from DAC donors, Austria (current US$)","Net bilateral aid flows from DAC donors, Belgium (current US$)","Net bilateral aid flows from DAC donors, Canada (current US$)","Net bilateral aid flows from DAC donors, Czechia (current US$)","Net bilateral aid flows from DAC donors, Denmark (current US$)","Net bilateral aid flows from DAC donors, Estonia (current US$)","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","Net bilateral aid flows from DAC donors, France (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, Greece (current US$)","Net bilateral aid flows from DAC donors, Hungary (current US$)","Net bilateral aid flows from DAC donors, Italy (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)","Net bilateral aid flows from DAC donors, Lithuania (current US$)","Net bilateral aid flows from DAC donors, Luxembourg (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Portugal (current US$)","Net bilateral aid flows from DAC donors, Slovenia (current US$)","Net bilateral aid flows from DAC donors, Spain (current US$)","Net bilateral aid flows from DAC donors, Sweden (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, United States (current US$)","Net errors and omissions (BoP, current US$)","Net incurrence of liabilities, total (current LCU)",Newborns protected against tetanus (%),"Patent applications, nonresidents","Patent applications, residents","Persistence to grade 5, total (% of cohort)",Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,Political Stability and Absence of Violence/Terrorism: Percentile Rank,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",Political Stability and Absence of Violence/Terrorism: Standard Error,"Portfolio equity, net inflows (BoP, current US$)",Power outages in firms in a typical month (number),Prevalence of current tobacco use (% of adults),"Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)",Prosperity gap (average shortfall from a prosperity standard of $25/day),Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Rail lines (total route-km),Regulatory Quality: Estimate,Regulatory Quality: Number of Sources,Regulatory Quality: Percentile Rank,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",Regulatory Quality: Standard Error,"Reserves and related items (BoP, current US$)",Rule of Law: Estimate,Rule of Law: Number of Sources,Rule of Law: Percentile Rank,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",Rule of Law: Standard Error,S&P Global Equity Indices (annual % change),SDDS/e-GDDS subscription,Scientific and technical journal articles,Secure Internet servers,Subsidies and other transfers (current LCU),Surface area (sq. km),Time required to obtain an operating license (days),"Total reserves (includes gold, current US$)",Total reserves minus gold (current US$),Value lost due to electrical outages (% of sales for affected firms)
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,-0.058288641274306996,0.3786115614300297,0.016806579032454517,-0.014558660644579936,0.3121131925912291,0.2102894756257279,0.04002729867753692,0.08085816792367223,0.3683041333117896,-0.25039232199414474,-0.061040290356922114,0.413344333224715,0.051665960823755075,0.37902011647677447,0.36438930585495305,0.38127947866605594,-0.13359354224757813,-0.36932777246670095,-0.2705851336729104,0.0010442383511280156,-0.013527342739483188,0.07805429226682303,0.08497712211019369,0.1870233513972929,-0.22092869643198337,0.38107217930682535,0.10242409690028435,0.15575777917506983,0.31736946025310936,-0.014768805044453633,0.09259653343105517,0.06317607529558839,0.06610620071609061,0.15261496781308836,0.051253993313901555,0.12195882911165219,0.12017320688560476,0.10152390662920611,0.14354797684847792,0.05566352034028784,0.05410006167272141,0.09790426455400025,0.1252824463418818,-0.015453026511314596,0.08155360445947381,0.1417007091346086,0.1319257466747918,0.13296163973450897,0.16793780612302248,0.08598498644857626,0.11644890915966498,0.10914256599091673,0.03824062585173894,0.1412295268552435,0.0668714605725767,0.03048498843250648,0.046826825493868234,0.06145853411837872,-0.10870783618001942,-0.20412967094254886,-0.03398709848613482,-0.03630720255424279,0.09215110491199621,-0.12868940021577016,0.387508651650084,0.31431641139594135,0.40463799530702643,0.42168969873519757,0.41041341625902644,-0.19753913859919633,-0.02324375491975671,0.05401479583250695,-0.1383559769429766,0.47346832447856796,0.42092157169050654,0.5559955975344023,1.0,0.01956646773448603,0.4365644041118816,-0.058612983046568534,0.41565581908542004,0.4129890386830127,0.41812796865121227,0.12991765723274445,0.10519937751259699,0.40914530876113386,-0.0008963101324213695,0.3783975176320167,0.39114828625195946,0.3854446762960839,-0.08800616530007788,-0.03330602225877411,0.3265100620041905,0.27720606752124755,0.3703912699437664,-0.18682835627839672,0.03615793422691119,0.07426959940357482,0.21185934193662473,0.18767405874459406,0.04520964168353288
Rail lines (total route-km),0.22286724447340067,-0.05702258221357344,-0.019908875321713558,0.12196073207745978,-0.06604421075034203,-0.08711500931284313,-0.05983672008176379,-0.059428203315188256,0.12285536279840276,0.18523750257947716,0.1439224820349822,0.008734568181098626,-0.014183946685788755,0.02164142728166154,0.033403734095147526,0.023266425592590297,0.024647265596389977,0.030493896992321558,-0.051568502767831044,0.15005651115508875,0.24683372327052686,0.0013035118568906503,-0.014745540233456433,0.18664673279989483,0.16416728929873048,0.011225354696566426,0.08111628255394057,0.15519505740178868,0.04828154614424405,0.2563771059809298,0.3163969545369099,0.15388200603447266,-0.10768835691900988,0.06251618115854246,0.03250307594974365,0.018015510078979655,0.15403489712256735,-0.1117949144427474,0.18738045324870542,-0.07599853414068866,-0.22215284295746932,0.004637498007070643,0.010700495175042653,-0.07159592445631724,0.08174751252988437,0.1884282874722444,0.09520573812625079,0.08046738851779885,-0.06489219209338117,0.07200543017689294,0.2131290239669641,0.08196175657226493,-0.004701999479398363,0.03194286730803302,0.06205096225549652,0.0413326072709629,0.06070485186159269,0.09386888689735004,-0.056354206932383195,-0.002941164745245748,-0.028395965799214162,0.38869789155324197,0.37792067158699943,-0.0674187848422125,-0.023387854562147568,0.15267800682458754,-0.028882798761087212,-0.01690125076324276,-0.03280496173459018,-0.18123987362671734,-0.11797995887660716,0.2051122900468116,0.0927650706641371,-0.07323312598448677,-0.08086066459142235,-0.047919399598629224,0.01956646773448603,1.0,0.0062959827399466746,0.020471767463992447,0.014986337453987543,0.018525783644092096,0.017448949914435026,0.035629841497424486,-0.16858991558747177,0.03679453715267311,-0.012288403146690169,0.042612281188419726,0.03567263442138911,0.051623724315249496,0.13289510587572112,-0.3279541552057363,-0.055406566257128025,0.2499002078731747,0.1014391641622819,0.192159401360289,0.2444993249356923,-0.08494446067696768,0.18982855395091117,0.18126575475116827,0.24426424336784666
Regulatory Quality: Estimate,-0.08478231814140257,0.5758688114418332,0.34505341403400425,0.33627050527272717,0.5422521987184195,0.16696709918768068,-0.11479606503240235,-0.06757066535950512,0.4968058163826464,-0.23347029576977454,0.03828414452660185,0.8853309787520733,-0.15273264969527348,0.8774522481215702,0.8697923247135398,0.8725314516418848,0.045696690827933734,-0.40659636754658496,-0.679528853445994,-0.14713791538083876,-0.11098999894340404,0.2509891274258803,0.26057087494023123,0.33473297806884916,-0.2823263616471933,0.35767095293525414,0.04763510090356136,0.24202481770490783,0.44200695367069304,0.013041175928008639,0.0031681356802414047,0.026395932616851414,0.21931057868580947,0.22158021742123543,0.1274909048336967,0.17132328938532415,-0.025302155516945587,0.30481302748534694,0.14615270144632678,0.1581872967249009,0.04623967279560372,0.19124360656073636,0.1593734096752088,0.09392180756925057,0.04920933058865814,0.10238871457124744,0.0722631300147124,0.0673902970821095,0.3330977089874148,0.0625004456314984,0.18736194068489576,0.10770173296834781,0.1744001601016242,0.09708584882843518,0.1462227576410238,0.02434018068810801,0.036681407682304865,0.02254842490474173,0.10713583335345499,-0.11288965822670505,-0.11370632922451655,-0.05000913552954409,0.008200381944316798,-0.1327561080576932,0.7170610956523537,0.3439871696423436,0.7318079214494607,0.7552539258601715,0.7297009637221211,-0.14001238621312984,0.04620767189453585,-0.06898807829428442,-0.13609870899409798,0.720490130934209,0.6037724158734664,0.5693241455480271,0.4365644041118816,0.0062959827399466746,1.0,-0.35908154576114576,0.9958643764151427,0.9926633420489239,0.9960064789410058,0.45164635479346915,0.11941337426170054,0.8834346338647071,-0.26532924237153604,0.8715232344461449,0.8696317772672167,0.8704823717672365,0.01860011852578448,0.05637917004524626,0.6194823017637351,0.3241452542721825,0.49453210445123696,-0.11221292620061946,-0.12117865760026861,0.18472025644134393,0.25056793064744526,0.22580455721799356,-0.0913153265040101
Regulatory Quality: Number of Sources,-0.07209690923268845,-0.1982893546545929,-0.08575790824067707,-0.00022498365380622064,-0.3839992626183244,-0.20378763099903544,-0.06971142680514972,-0.09498380061600951,0.0021317721808279642,0.321286281039086,-0.02133051120062199,-0.3726120790895894,0.8755227199121867,-0.3387340773591751,-0.3031899413005992,-0.37099215163791904,-0.8031106850136147,0.37222236491074917,0.30590058439453316,0.11545425989092971,0.02526162237735961,-0.1868851600604048,-0.23226843490225585,0.281033877501606,-0.07327579076812558,-0.23257450136238625,-0.2066825122507685,-0.0214503235327638,0.03461313914660763,-0.031001468420708323,0.037081906539895376,-0.034820295266301725,-0.48988359389841873,-0.0134497421602415,0.06378671096101379,0.11291562201828868,0.4179235828348654,-0.22296637970026173,0.0893038373485188,0.0899964516776349,0.04838206501640373,0.1830715572387154,0.2059465762794316,0.0532913450929203,0.12922474198946188,0.2046079739753969,0.12860130431701633,0.27150295235395155,-0.2329670243590793,0.054169128784494786,0.03599067183975346,0.059573052373273386,-0.1816656797213457,0.062400330790834506,0.0883014686378645,0.3448405516331281,0.33093308900714463,0.41262808665605366,-0.13308390490068234,0.13196731919723023,0.2695562064755961,0.012688023345900258,0.03236692168728827,-0.0483604862464301,-0.4594193233589584,0.5088748137564535,-0.46775296696828034,-0.4571297806961079,-0.4772826136052714,-0.5300555396715857,-0.10715046935764619,-0.02558785639464338,0.12161859045545716,-0.36815713995170884,-0.3180092792466224,-0.16254933079467904,-0.058612983046568534,0.020471767463992447,-0.35908154576114576,1.0,-0.349911940535157,-0.3097660309763686,-0.3860811732821984,-0.9074146737185114,-0.1393553661059099,-0.35167818724236094,0.9063846396434445,-0.32945575248263764,-0.3150666858371157,-0.36034114466447825,-0.7205194751153062,-0.07836910461942341,-0.02619830282699536,0.19973026236200114,0.21728898246513842,0.27385736568091695,0.3811498454194327,-0.2408366102389969,0.2613224434885874,0.2636311022227527,0.0030540170867748334
Regulatory Quality: Percentile Rank,-0.08008924773289866,0.5717510266643713,0.3793082310995869,0.38918698342138086,0.5289210363395823,0.14575214486204943,-0.11774198053685468,-0.07203753005058391,0.4901021603103466,-0.2057668781847474,0.04145220794933201,0.873178212553399,-0.1420750415890064,0.8749129873544349,0.8731462669317451,0.8671872649789557,0.0408703983287768,-0.3825181205148213,-0.6589258247333424,-0.1471042888921138,-0.11501403531190425,0.2478780848890778,0.25583420388117234,0.3527933917131802,-0.2807806288039425,0.32804312148224846,0.05487647625261371,0.24512614152863088,0.4316363179440382,0.0042607792402661075,-0.00990341404872916,0.013840807135377204,0.2091686176797057,0.20627971897846017,0.1246923833459118,0.16307230900304165,-0.038299411389376974,0.3033838054630761,0.13825102258471383,0.17154236123247013,0.03459258125556545,0.18918869516374526,0.15143827718235187,0.0928391062318351,0.04419043769244324,0.09961491043423683,0.04981848871309471,0.05335476197482342,0.3181673991628878,0.04863441706890299,0.18082425147889733,0.09865082165616466,0.16738728814873874,0.08438085145802192,0.14533899329373712,0.01610924505822089,0.02979072570396141,0.022199459328966744,0.1241085721960723,-0.09945792670248889,-0.11159421635222957,-0.05585657276236477,-0.0036935442817514464,-0.11822029048999717,0.7022993130073754,0.34853869216095645,0.7147909434319125,0.7371369373058739,0.7123789157698969,-0.14133349028569575,0.0434981199347686,-0.0718673254406267,-0.11563483688467716,0.6837393759114624,0.5689024387143304,0.5380281412964796,0.41565581908542004,0.014986337453987543,0.9958643764151427,-0.349911940535157,1.0,0.9966186895612942,0.99704272501885,0.4347974928281468,0.10876377710310481,0.8709902416558504,-0.25508072453495434,0.8650056116157367,0.8604107559779764,0.8621838406160689,0.020140671100088613,0.05797805949553869,0.6148702678234795,0.3139951657119615,0.48116405363519027,-0.09093081811889665,-0.1151916861299785,0.18155815365047945,0.24803624957741938,0.22376156844062162,-0.0948168398011101
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",-0.08303443093458614,0.5654865979165089,0.39176830324168316,0.38675738444779567,0.511892675137021,0.1310395684315135,-0.12302819093705443,-0.07964001567047291,0.4819361860213115,-0.1871564623125768,0.03852810688751749,0.8645531957789011,-0.10662956339706015,0.8692607267779696,0.8687274072197217,0.8594236592837753,0.0005568114708811239,-0.35942605408277667,-0.6515161648096166,-0.1434871507207809,-0.11671515699625387,0.24672833609381398,0.2546475933042823,0.3593534613140647,-0.27964093511102317,0.3219233359369932,0.0560060875700433,0.2419243140667473,0.4281871750783485,-0.002838531431208491,-0.013494846692942965,0.0012991839115947445,0.19102827672061837,0.2063608607869601,0.1340786627195389,0.1844972662242347,-0.016139776008954512,0.30697230101028167,0.15332089422048722,0.18631673282625555,0.044207027004787715,0.21459581825947335,0.16517907683633246,0.10275525035595205,0.05230011758545887,0.1262944513748897,0.05671122945263075,0.07173405755365399,0.31920060723209154,0.05083953191050768,0.18548907164656703,0.10066576723325335,0.16805411326807235,0.08240925526307646,0.1627559097745112,0.04369633649214247,0.046231726782104736,0.04651108728860963,0.12019979007954913,-0.08872922236734505,-0.09651010278058138,-0.06377359168633379,-0.010445194310235389,-0.10821262595228451,0.6831793568604363,0.36819618203583543,0.6940175392519813,0.7182042835000153,0.69173370254195,-0.15461166755540634,0.046419523718062954,-0.0754465196950822,-0.10122362987123341,0.666397205417458,0.5520076386882852,0.5282562633314706,0.4129890386830127,0.018525783644092096,0.9926633420489239,-0.3097660309763686,0.9966186895612942,1.0,0.9914737586293038,0.38868064198716096,0.1046284703618784,0.8668561286619862,-0.21703932413510288,0.8632138290086309,0.8601830653384323,0.8579646296175457,-0.01773864846017664,0.06150905008444778,0.6177983080836383,0.32154790849381865,0.48540543008553555,-0.07615683078683769,-0.1095190025983005,0.18309455344062256,0.26512723169315483,0.24155696288338138,-0.09729560246750307
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",-0.06953302490664509,0.5700995705558105,0.3532323570675366,0.36277804770529387,0.5436178481418124,0.1591948205818815,-0.11546764660000154,-0.06791661911201938,0.4922223855894748,-0.2296999541592412,0.03921953514694534,0.8781973366019915,-0.17303514152471505,0.8759919645444045,0.8720005429977095,0.8712869091663632,0.0727608383560279,-0.40425118970465945,-0.669577113634626,-0.15542168364770526,-0.11758753892148785,0.2602097690770181,0.2653704203836232,0.34181616675028004,-0.27754635041259174,0.33874740021020644,0.05994375206527444,0.2407219244230755,0.4310533198519854,0.012113261146204916,-0.0006360768648816245,0.026932997379893384,0.2319413464797756,0.21472455316219946,0.12270892701628615,0.14832677024298044,-0.05167050374131348,0.3085259416410326,0.12594997010241102,0.154946439114656,0.03696345092601467,0.17829416189085287,0.14141460864188293,0.09330207779206423,0.0371637853979158,0.08990092550475497,0.05746003646153444,0.0464257887937874,0.32804883962751363,0.05398061242699662,0.18039128156040818,0.09768032939310414,0.17332792142733358,0.08642933944495917,0.13447458996110276,0.006759287533504538,0.01708594218428589,0.0002868984357250339,0.11706373667236183,-0.09939844556767155,-0.13542646924309928,-0.05016200501095709,0.004730923139457207,-0.12889643861499703,0.719486465681246,0.33061490948399147,0.7308983681575792,0.7533485678280236,0.7297356683929231,-0.12670310781799554,0.04459350000407113,-0.072786421710506,-0.13781603099770037,0.7018319970694656,0.5857464808427599,0.5476366464696325,0.41812796865121227,0.017448949914435026,0.9960064789410058,-0.3860811732821984,0.99704272501885,0.9914737586293038,1.0,0.4751518205790901,0.11761049015411275,0.8748491339783291,-0.28706166391140603,0.8657342402724064,0.862093272074558,0.8649512770453072,0.049997965732113125,0.05891635381534205,0.6126912666912052,0.30593999494560864,0.4747647248116283,-0.11125829147746512,-0.1270664617036985,0.18930278999794858,0.23528780756384346,0.21105849623960665,-0.09669501307680092
Regulatory Quality: Standard Error,0.076580884848155,0.2708374489526036,-0.014597432658185012,-0.03464377858822114,0.5097152805519981,0.24373323027560928,-0.024449884038199792,0.015929067794126485,0.16309596402636362,-0.36763936379485107,0.12204512318817781,0.4584421756690769,-0.812523519856622,0.4195912616383143,0.38555408521203804,0.45015352373871687,0.7685678104192329,-0.47110032319418804,-0.4371845453138242,-0.052729651406496436,-0.011976606743678954,0.1717887774945962,0.20473711333121708,-0.10090155003831096,-0.08483108127134542,0.2870144571771099,0.1926261564316478,0.08334448441174185,0.124567005198358,0.13851834703881818,0.09090775563740325,0.12544340570121976,0.44695395465131404,0.1451328767390871,-0.012799466045559113,-0.14494511298958473,-0.34348905185917256,0.23337865572280278,-0.07231599761740337,-0.14602163927260567,-0.05554199272380402,-0.14858550553737895,-0.13251639329399484,-0.05855374114606978,-0.07881998609571961,-0.15349822298952495,-0.02298467132950974,-0.19474763243191942,0.2990260296066498,-0.01686777451172271,0.02745610041652907,-0.009125574661584276,0.18889440284340286,-0.015077301849769928,-0.11194752937171576,-0.3016135068807104,-0.2615591112700892,-0.37985366176531843,0.09472177801249833,-0.1510659895952571,-0.32998791965646107,0.10828525366694364,0.1036028974109748,-0.05952133775344728,0.5058216597572531,-0.2770278131329198,0.5240395039281687,0.5215150392606468,0.5248573098720671,0.2976892224339094,0.07479564543882034,0.006172742536327194,-0.2501860384888442,0.5220162506651564,0.47744384856221084,0.26933264282515723,0.12991765723274445,0.035629841497424486,0.45164635479346915,-0.9074146737185114,0.4347974928281468,0.38868064198716096,0.4751518205790901,1.0,0.10931781165389179,0.44309507155988015,-0.8449573130910212,0.4141933545822019,0.3998799778940052,0.44587534556455255,0.7074477455673065,-0.017280902714192806,0.17351484120611424,0.00842578543970051,-0.017085773948326638,-0.28726050951172405,-0.26260601070630885,0.1592285564886424,-0.15816373568792144,-0.18060892254662989,0.005057693950080506
"Reserves and related items (BoP, current US$)",-0.09018313764905121,0.09821845172250805,-0.07045659675687052,-0.09858803044084567,0.14334144998792478,0.04701758922636861,0.011663325286880369,0.041553718877624865,0.10138596934955575,-0.18441962913290988,-0.047023315462937136,0.10257003329823965,-0.016855554825758106,0.08785992949901358,0.06896673336335472,0.10151395965642881,0.0025047260933750096,-0.19464086790738078,-0.09931864831984724,-0.2275204952269849,-0.28321031765700005,0.06353125986403346,0.04930655788896204,0.046288531391514426,-0.25266053823884244,0.07309989706656733,0.04119968039797081,0.09478086998909586,0.020427307649313303,-0.14240148376146372,-0.1389676435490821,0.01791549594729083,0.19029054552137908,0.03374574580917406,0.09551972294591128,0.04984880608023054,-0.0968634400073439,0.20887067472693338,-0.05587480573723206,0.0980498708034367,0.13059220085902642,0.09322459375492492,0.0058852653787030635,0.22507285253418313,-0.0409714866534765,-0.037229213798492,-0.02245712750569775,-0.007144353166932697,0.11005792321913928,0.0029339490500524257,0.007572933365090977,-0.0034950988926989238,0.1310866227183156,0.037046803845109944,0.08084420418475524,0.05855221908717338,0.0765384279846798,0.007375579722607798,0.0557499782201081,-0.06909863219147948,-0.022166871775548977,-0.2212185240241573,-0.19673876354983957,-0.04657998173520461,0.1421576985848959,-0.0058403271542343356,0.15526260981602033,0.15819468303966383,0.14871008473366168,0.12137507666580058,0.025907384942391958,-0.24828375098098726,-0.1669042025097368,0.1669055069822496,0.1404434672727836,0.13764065091065628,0.10519937751259699,-0.16858991558747177,0.11941337426170054,-0.1393553661059099,0.10876377710310481,0.1046284703618784,0.11761049015411275,0.10931781165389179,1.0,0.07509847637504154,-0.05671605394658506,0.06193732714182728,0.06529145425070719,0.06736055104748472,-0.012166853872195427,0.22731897649738966,0.07528771813495747,0.034203315832306014,0.09220432890166111,-0.14448416318499077,-0.039847296919180805,0.05327700659325525,0.04994863891389147,0.05385256216062461,-0.28308223123431453
Rule of Law: Estimate,-0.10070585786023092,0.6295015639913779,0.3995497780517089,0.3285218987755403,0.47604994520363747,0.2292679311308321,-0.038587601348510366,0.0017459911949991727,0.43167577884124986,-0.2029767003091222,0.08817473151392397,0.9463007948497437,-0.2046715181443803,0.9416155766824008,0.9313137605253723,0.9370070785866579,0.120000243069626,-0.3824476940580911,-0.6787747381289917,-0.13978633720477,-0.07859337899622941,0.1615494983271056,0.1892436162023006,0.26824150198772745,-0.23261794040992953,0.4179476148189313,0.04338205435599127,0.18765163749591404,0.40219419649046995,0.026468645138315167,0.04492509690779334,0.008625880112975565,0.22893319655299196,0.3079658721475587,0.14357781891265736,0.2102570059050479,0.02703683362714018,0.2672167317593349,0.28006520466928236,0.12100735051240151,0.06685473127710977,0.20394927570555485,0.17908608667532827,0.045253944337530924,0.15442382906111285,0.19335103132558454,0.16902524856064857,0.07385407617331076,0.2923374384692543,0.18150786343965503,0.2589521610010544,0.12933132023372526,0.12761052849528115,-0.013997907002842478,0.1998800246251864,0.0881105792034063,0.18154928876950352,0.047420256329417335,0.09736237402679203,-0.08238669795982002,-0.08367663783952492,-0.03359108533361168,0.04463986287025955,-0.1423563623669732,0.6657689656096537,0.2755347830586788,0.6988105489085665,0.7342762160044353,0.6825705811106284,-0.10475374446524975,0.04819012913236319,-0.04649100858412896,-0.1933702584085762,0.722434320021826,0.6157993263104836,0.5921400145683877,0.40914530876113386,0.03679453715267311,0.8834346338647071,-0.35167818724236094,0.8709902416558504,0.8668561286619862,0.8748491339783291,0.44309507155988015,0.07509847637504154,1.0,-0.324635183288757,0.9944897207779216,0.9947338079160082,0.995480245645525,0.09599357039598375,0.023441823921928746,0.536395154304821,0.3744290430645244,0.5121515497825159,-0.08309410086299474,-0.13661910754901993,0.12518528146199742,0.20260855263119676,0.17619278933927243,-0.06002598097639565
Rule of Law: Number of Sources,-0.11266402621765643,-0.1784380743439173,-0.15313583688931526,-0.01296765296273273,-0.27477213923019866,-0.19489207890057889,-0.11731447946603163,-0.12563721701143513,0.028128704090716623,0.1662322452765926,-0.1577751155821546,-0.3427839007437044,0.9510319900396318,-0.31263003960641056,-0.28202485333000116,-0.346233968833836,-0.8699455838882741,0.2687850227021309,0.2864991236695375,0.05205664300668541,0.013724585423441708,-0.09989549946282104,-0.1458832484764605,0.2864829304670269,-0.16257308231296486,-0.18445251109638344,-0.11038053271593634,-0.0645048474979119,0.019414457230473872,-0.10788042966922352,-0.05355121363102709,-0.12298495248377597,-0.44896640005675426,-0.138469175489504,0.05096994695111636,0.06058202725858709,0.3361609945911166,-0.17569748268667892,0.04599159309754519,0.0827301200401529,0.02745795128240725,0.19024038501750326,0.13917253528812412,0.014124841839435555,0.023658079373498474,0.16485873113329785,0.063374426258821,0.14689908874382834,-0.1893827508141694,0.0016430442040221314,-0.009574285780795758,0.04736920619045478,-0.09476621178570034,0.16614009508094185,0.044097638325013386,0.2693794814209556,0.21238252273143807,0.3803530632172231,-0.1251023123056653,0.08579569028427146,0.20731622602970967,-0.05752804822569687,-0.052068837348608205,-0.14803102278986682,-0.32053568224208906,0.48243380960900273,-0.3413919384583307,-0.337763961611366,-0.3381143222912534,-0.4898174558437763,-0.10594255519803991,-0.01650763297928583,0.13524966723615645,-0.2721610866781797,-0.2542480445224926,-0.08277597507075359,-0.0008963101324213695,-0.012288403146690169,-0.26532924237153604,0.9063846396434445,-0.25508072453495434,-0.21703932413510288,-0.28706166391140603,-0.8449573130910212,-0.05671605394658506,-0.324635183288757,1.0,-0.3051672346814523,-0.2887127393201718,-0.33861000293548693,-0.8285894238823948,-0.053123702243363616,0.062339988315145534,0.13476222800580123,0.24848329016439266,0.10967437008399607,0.3371292369732009,-0.14453661859122993,0.21504489470447283,0.21818572372093126,0.0007473511237914587
Rule of Law: Percentile Rank,-0.10488127144175673,0.6305009234954682,0.44758072987764064,0.3748515833298845,0.4613040071555237,0.2151104235224348,-0.03486459565846,0.0020353543339882477,0.40953443904084985,-0.1709763684693631,0.10097837388367976,0.9343962577233008,-0.1867387159078714,0.9422845231061824,0.9366422054589635,0.9338668200807609,0.10376931985663963,-0.3486901312730624,-0.661691830756301,-0.13061195756733116,-0.07258837070378592,0.15155582238356727,0.16896258064943653,0.2863608662134029,-0.2282466481231041,0.3884315755310507,0.0443160294710606,0.1823941828934196,0.38922384122241366,0.018758366502188734,0.03739630289272095,-0.004491931351510508,0.21001428865345467,0.302498453249272,0.15531709302501176,0.19791624713380923,0.016877847075918766,0.2707919572370431,0.28315988591098457,0.11946495710323037,0.07029108675406355,0.2082135812633665,0.18683112654135817,0.03439007539190318,0.15461540485699019,0.2034073190780284,0.16103879508408944,0.06057099796555863,0.28235355366414655,0.17214258513543693,0.26786617384349,0.11461357186529864,0.12224668307277127,-0.045930447085489275,0.20952082116197798,0.1012603918230313,0.19194103218798286,0.05178553532339391,0.11556579673449696,-0.06906680460811747,-0.08279011693712139,-0.03976112164226683,0.0339041431681514,-0.13203397996539779,0.6339328715532127,0.27934687463811886,0.6632248915155207,0.7003138283600707,0.6470367433118752,-0.11097210341440789,0.04723936804437465,-0.04117974085596585,-0.17814747421322785,0.685570740547987,0.5795912518615701,0.554418126588847,0.3783975176320167,0.042612281188419726,0.8715232344461449,-0.32945575248263764,0.8650056116157367,0.8632138290086309,0.8657342402724064,0.4141933545822019,0.06193732714182728,0.9944897207779216,-0.3051672346814523,1.0,0.9954256377292623,0.9961219074931642,0.08296228549617486,0.017260442315868256,0.533080674177025,0.3723635683957506,0.509593435734893,-0.05357706215186959,-0.13129958698896765,0.10964222065527521,0.20455220055258438,0.18017317482033868,-0.05382061315533976
