Series Name,Average precipitation in depth (mm per year),CPI base year,CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CRVS (WDI),Changes in inventories (constant LCU),Changes in inventories (current LCU),Changes in inventories (current US$),"Charges for the use of intellectual property, receipts (BoP, current US$)",Compensation of employees (current LCU),Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",Control of Corruption: Standard Error,DEC alternative conversion factor (LCU per US$),Electric power transmission and distribution losses (% of output),Firms competing against unregistered firms (% of firms),Firms experiencing electrical outages (% of firms),Firms offering formal training (% of firms),Firms that spend on R&D (% of firms),Fixed broadband subscriptions,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),GOAL 17: Partnerships to achieve the Goal (5 year moving average),GOAL 2: Zero Hunger (5 year moving average),Geospatial data available at 1st Admin Level,"IFC, private nonguaranteed (NFL, US$)","Industrial design applications, nonresident, by count","Industrial design applications, resident, by count","Listed domestic companies, total",Net ODA received per capita (current US$),"Net bilateral aid flows from DAC donors, Australia (current US$)","Net bilateral aid flows from DAC donors, Austria (current US$)","Net bilateral aid flows from DAC donors, Belgium (current US$)","Net bilateral aid flows from DAC donors, Canada (current US$)","Net bilateral aid flows from DAC donors, Czechia (current US$)","Net bilateral aid flows from DAC donors, Denmark (current US$)","Net bilateral aid flows from DAC donors, Estonia (current US$)","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","Net bilateral aid flows from DAC donors, France (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, Greece (current US$)","Net bilateral aid flows from DAC donors, Hungary (current US$)","Net bilateral aid flows from DAC donors, Italy (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)","Net bilateral aid flows from DAC donors, Lithuania (current US$)","Net bilateral aid flows from DAC donors, Luxembourg (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Portugal (current US$)","Net bilateral aid flows from DAC donors, Slovenia (current US$)","Net bilateral aid flows from DAC donors, Spain (current US$)","Net bilateral aid flows from DAC donors, Sweden (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, United States (current US$)","Net errors and omissions (BoP, current US$)","Net incurrence of liabilities, total (current LCU)",Newborns protected against tetanus (%),"Patent applications, nonresidents","Patent applications, residents","Persistence to grade 5, total (% of cohort)",Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,Political Stability and Absence of Violence/Terrorism: Percentile Rank,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",Political Stability and Absence of Violence/Terrorism: Standard Error,"Portfolio equity, net inflows (BoP, current US$)",Power outages in firms in a typical month (number),Prevalence of current tobacco use (% of adults),"Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)",Prosperity gap (average shortfall from a prosperity standard of $25/day),Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Rail lines (total route-km),Regulatory Quality: Estimate,Regulatory Quality: Number of Sources,Regulatory Quality: Percentile Rank,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",Regulatory Quality: Standard Error,"Reserves and related items (BoP, current US$)",Rule of Law: Estimate,Rule of Law: Number of Sources,Rule of Law: Percentile Rank,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",Rule of Law: Standard Error,S&P Global Equity Indices (annual % change),SDDS/e-GDDS subscription,Scientific and technical journal articles,Secure Internet servers,Subsidies and other transfers (current LCU),Surface area (sq. km),Time required to obtain an operating license (days),"Total reserves (includes gold, current US$)",Total reserves minus gold (current US$),Value lost due to electrical outages (% of sales for affected firms)
Fixed broadband subscriptions,-0.0660226958712067,0.2386632198878865,-0.07415173982237505,0.12011670651209863,0.2602388652396526,0.028718691982635425,-0.06581978434900687,-0.03345713003789628,0.6340757811953582,0.25445984717549547,0.2312170872765447,0.2550631256618375,0.3871909759669259,0.2971507890185671,0.3302952371760925,0.27536413409801896,-0.4426637662472662,-0.1172866249739572,-0.3473354332198576,-0.0826461528546527,-0.017077439357299776,0.000688724851279047,-0.00739877228344273,1.0,-0.21094602972854615,0.0317793045517278,-0.22378434540872996,0.384317281642624,0.3432267083431085,0.05574668932535677,0.16834211769382745,0.1478643097367704,-0.30824888638404724,0.16678617153462477,0.2773791989439899,-0.22237157742665617,0.12867878116102707,0.06810138451330477,-0.0024192538678417127,0.03201614294572246,0.05478741046517478,0.18851339402172398,0.17955090778706423,0.07321686858538676,0.1826547125149271,0.19761427735779508,0.09239829026206123,0.11551200343994943,0.04629355006844595,-0.07430773407730912,0.13071552976835157,0.040814835728165855,0.006688841404369746,-0.050016308754259525,0.06413249651572381,0.21486215592702346,0.22372874221378816,0.15640790281177178,-0.04276592013745673,0.0619861596543942,-0.07704588303859387,0.13551866373439006,0.13639874123849768,-0.24223145116966982,0.0031450664721343353,0.7588974525691642,0.006844638417452835,0.032102132316898235,-0.015474220920828605,-0.6702572027489074,-0.15137251360161733,-0.029431170103918446,-0.15304313278455162,0.25920135110666676,0.21081115097261188,0.12336776217554886,0.1870233513972929,0.18664673279989483,0.33473297806884916,0.281033877501606,0.3527933917131802,0.3593534613140647,0.34181616675028004,-0.10090155003831096,0.046288531391514426,0.26824150198772745,0.2864829304670269,0.2863608662134029,0.2885833854940916,0.2710945771523581,-0.3805096260296996,-0.057723904452337146,0.48898970949904363,0.5763328149769618,0.7855657608124547,0.36951227442328755,0.39945217833498414,0.035861076535696514,0.6664731001663294,0.6400523088331026,-0.029521932893880207
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),0.28141481418317155,-0.2744818563312321,0.06900799329290662,0.003434467762467559,-0.2796487143021022,0.007248227105087875,0.171115018620936,0.1255670530986288,-0.25662187125919494,0.35268050562930425,-0.013348970726154352,-0.19403355377536988,-0.17596890973242688,-0.1997986019227893,-0.2003307113877779,-0.18427150956638433,0.20604757011999422,0.3782496006005766,0.2002692102880076,-0.023605319166889207,0.3648646811339172,-0.07778035612374672,-0.04220048297316364,-0.21094602972854615,1.0,-0.06160581785551732,-0.15952718257806353,-0.10352239750155753,-0.21439763242817078,0.1741118256211362,0.17203513727742314,0.05701052135270612,-0.08016447555592204,-0.16018076115661348,-0.22881209641102923,-0.1261367056753548,0.006795303589319634,-0.23470336628252372,-0.06284974803561913,-0.1961360070362688,-0.15007339457068938,-0.09491762378309392,-0.056705864082689406,-0.36368037180021434,-0.11547562882373479,-0.0527475646904003,-0.10571368509954052,-0.07038371922465782,-0.15337243821606109,-0.009258886420479135,0.005880291124884481,-0.06056527174671552,-0.20047143330004127,-0.1009690508931681,-0.172728600207654,-0.07961613993758371,-0.18272512982259734,-0.10200212320892252,-0.0351497403163168,0.10233383417716593,0.1559967974279231,0.24116198271394249,0.186208645963342,0.2887152190521085,-0.2471218343841569,-0.3235298549700142,-0.24341886479341626,-0.26992818861226686,-0.23508135142279146,0.20794724563787753,0.06420978526992666,0.42450218101107445,0.3929914587314816,-0.38083709740115707,-0.3781611253966772,-0.3504474377124757,-0.22092869643198337,0.16416728929873048,-0.2823263616471933,-0.07327579076812558,-0.2807806288039425,-0.27964093511102317,-0.27754635041259174,-0.08483108127134542,-0.25266053823884244,-0.23261794040992953,-0.16257308231296486,-0.2282466481231041,-0.23501324369184703,-0.21913200902147162,0.2278128224859957,-0.2247694656282303,-0.2902848662982509,-0.2680012605561528,-0.37037262953241973,0.29639199926736026,-0.07247008069599753,0.04702250638655959,0.03799731246208811,0.07164741137723861,0.3979632730914323
GOAL 17: Partnerships to achieve the Goal (5 year moving average),-0.15446648079213685,0.24378619837210977,-0.034866691708375315,-0.06722159463419214,0.28853886616763535,0.2573710794215795,0.11978968661360805,0.16648974859843346,0.26592927771443614,-0.3366659448618317,-0.1510311576867241,0.39021386029714,-0.09835671202201533,0.35585397486389536,0.33935545345675533,0.3485019702978961,0.00034412150725134186,-0.4477518451038768,-0.3586207699848731,-0.21672796078539447,0.21880321338619693,-0.14358744593757639,-0.14006184078873235,0.0317793045517278,-0.06160581785551732,1.0,0.3914035992678621,0.05739676218115393,0.3512534933075807,0.14706860995043736,0.09190560996645752,-0.028890776702697085,0.15616182706007886,0.13127521858218827,0.058538677518997086,0.07140321735206084,0.11893003110964244,0.03683925774777222,0.12669885558844976,-0.14037976504931896,0.04071908944714231,0.027419217162772624,0.1043419348368864,-0.14277832875824636,0.11784411078550515,0.13076746338526532,0.1510774212980404,0.0815092431025688,0.17317569436726238,0.1796638573767952,0.11845595478818555,0.14945093890949115,0.1068899098280094,0.10879731159652425,0.05816524598740713,-0.0009904249910468077,0.03292058127405867,0.013482100253778264,-0.053198088794349487,0.01699675935124681,0.025848952232725233,-0.008787234640638488,0.07221399583409778,-0.10306925471288196,0.35887771884078756,0.10186626869656748,0.41707965010408105,0.4332415150951471,0.3901717157777785,0.028067905585832754,-0.03286548315711244,0.2861708562967167,-0.23713510696814388,0.509639361045888,0.49511772899009787,0.4614567068967411,0.38107217930682535,0.011225354696566426,0.35767095293525414,-0.23257450136238625,0.32804312148224846,0.3219233359369932,0.33874740021020644,0.2870144571771099,0.07309989706656733,0.4179476148189313,-0.18445251109638344,0.3884315755310507,0.39711867556831343,0.3982231502935878,0.027263967374377245,-0.1299795677109043,0.2497752371412368,0.10106050013705249,0.2714822200622928,-0.250442201256007,-0.30599628902380693,0.042801699510640154,-0.002299533461476395,-0.0305248111726353,0.2566579369991385
GOAL 2: Zero Hunger (5 year moving average),-0.0738169665623121,0.009278136540941596,0.04641866404692822,-0.0077614677643319625,0.14387189016185797,0.1440580313631074,-0.009233522025123682,0.010906264256607906,-0.07010761587060452,-0.24472637651284979,-0.2245067471612075,0.019275817114507997,-0.14507942123921264,0.030643275771215932,0.030824465173942786,0.023584891448591605,0.07225512804449445,-0.19976753985921078,-0.058833007168439935,-0.036812285634250416,0.02407228818051647,-0.07222742988519142,-0.1314731855083992,-0.22378434540872996,-0.15952718257806353,0.3914035992678621,1.0,-0.047973692453210835,0.07461793978203163,-0.02579117780022733,-0.05563369994768964,-0.10166389534037709,0.23705310729645127,-0.031088277854118142,0.030720970793217475,0.03214724178747616,-0.05392873449791719,0.19241096321947324,0.16622619875821695,0.039209903467142614,0.023005436421061384,0.0028290774162301317,-0.05384927659347071,-0.04127053887129042,0.07110569190271314,0.037790556093865134,0.06057605950518676,-6.417807313036714e-05,0.10959864800371563,-0.0010734997821229095,0.05168065140630484,-0.0016410592942583705,0.13702067993968872,0.09535211521996369,0.09764466099785056,-0.10269185809955807,-0.12786575794524804,-0.033941357006820376,-0.04606613443444786,0.03687015718459273,0.0054329567118692555,-0.1130175143681562,-0.04236446674376992,0.056548958583018574,0.18127226413258057,-0.12223968658724145,0.1659193319884069,0.1831692206820334,0.17690762215306033,0.18682172684520182,0.022613656039729414,-0.027802513871337732,-0.12130019365015736,0.09887111829949129,0.11611922086694987,0.12581606748483587,0.10242409690028435,0.08111628255394057,0.04763510090356136,-0.2066825122507685,0.05487647625261371,0.0560060875700433,0.05994375206527444,0.1926261564316478,0.04119968039797081,0.04338205435599127,-0.11038053271593634,0.0443160294710606,0.041214735721824956,0.049173692111564804,0.11737547515307262,-0.003514978388511532,-0.09511866311734357,-0.14932313720078483,-0.1390582802701203,-0.28513486192961074,-0.22285062812467202,-0.07364632123052373,-0.29612779950099427,-0.3119695428830146,-0.011092986354189973
Geospatial data available at 1st Admin Level,-0.11704892572974412,0.10822994760849945,0.07035905012716398,0.10266319920941831,0.22858095411796692,0.07566096522628912,0.09949894336997495,0.10921257203959027,0.3141844710624326,0.15552388134310943,0.23483246104929573,0.18568209762804364,-0.016290030820983667,0.18262726276668917,0.18171016030540169,0.17272347296532325,-0.09198116136010266,-0.051320318828901555,-0.22827333450080647,-0.08766125167690084,-0.035035503226791616,0.03563660739947423,0.058539244642491266,0.384317281642624,-0.10352239750155753,0.05739676218115393,-0.047973692453210835,1.0,0.1629571337744716,0.006541992552465229,0.04298317153080264,0.04965458478916227,-0.09842572914612435,0.1457765912105908,0.03627546713385094,-0.046817998807758325,0.02484110799825859,-0.055431895456637986,0.03504443569769547,0.0675730653240839,-0.07003143306752913,-0.015471529874001657,0.01631258308570605,0.08715921889004906,0.19964693836425368,0.005881914903793089,-0.03514765974763736,0.10618436696854926,-0.0014739601128906825,-0.04141175159421951,0.10315148646930512,0.0691429923991263,-0.08043060863526463,-0.054731362063003795,0.008555283851648979,-0.061180402030252705,0.052227646715356665,-0.007765606751116172,-0.11348765632728063,0.004971785379924531,-0.007915868009302366,0.10166362724068377,0.13320375753708183,-0.05318897443526141,0.10475346039324741,0.25074968065506825,0.11943675261194105,0.11112727796278579,0.1250455706024939,-0.18340996097734497,0.008443100839314292,-0.006826039396153161,-0.10374355740932943,0.2330857025380414,0.19104080866537837,0.08067648019637044,0.15575777917506983,0.15519505740178868,0.24202481770490783,-0.0214503235327638,0.24512614152863088,0.2419243140667473,0.2407219244230755,0.08334448441174185,0.09478086998909586,0.18765163749591404,-0.0645048474979119,0.1823941828934196,0.17910821369141716,0.1746271425550856,-0.03220911809092702,-0.051360992555905316,0.20867861332829524,0.2742354171218073,0.3077457383413916,0.2576344496153769,0.1376011676898545,0.040965810048639376,0.2811592844263783,0.2783200306942189,-0.011911707075375333
"IFC, private nonguaranteed (NFL, US$)",-0.09391361745143727,0.3168518197916257,0.11726091675695269,0.12748750018561653,0.29172689617701525,0.1334507438171834,-0.11828197030912137,-0.07262018783412953,0.4176795181192048,-0.09970582406974712,0.09579588034004387,0.4068430449460514,0.08619985125674798,0.3982279160779168,0.39639464980814854,0.387750517033112,-0.14275902907164112,-0.33005777155650967,-0.39856365439903985,-0.03791274692921877,0.02955769112885036,0.04109584926046042,-0.005962518059859728,0.3432267083431085,-0.21439763242817078,0.3512534933075807,0.07461793978203163,0.1629571337744716,1.0,0.25445957041611983,0.2852624432861736,0.14744837887170134,0.0367610129652942,0.19983222518395002,0.05828794582492499,0.1727322614450828,0.16792347721288392,0.11492564197201156,0.04314193041439023,-0.023233326403118384,-0.013542238135747947,0.13306127164639459,0.259885917063071,-0.05481904226804447,0.18651937651005754,0.20654860446098708,0.22605311352973687,0.17142797571322982,0.16289591677882317,0.26361529824374785,0.18890874155256215,0.3479931291590872,0.009631253070541449,0.17744040587265592,0.058181382113945336,0.13805757011024702,0.13703152172773717,0.17420266982449117,0.05873827760667754,0.005281111205716717,-0.03170260970386371,0.14213378976378782,0.28773827794115786,-0.09803595517994847,0.3368118982522446,0.45328375284442934,0.32030394943738877,0.34827975105654024,0.32980578110644687,-0.371130683343472,-0.02969076386047489,0.05667593363033413,-0.163205798938751,0.4030283381257847,0.3698326214420509,0.36738833812499017,0.31736946025310936,0.04828154614424405,0.44200695367069304,0.03461313914660763,0.4316363179440382,0.4281871750783485,0.4310533198519854,0.124567005198358,0.020427307649313303,0.40219419649046995,0.019414457230473872,0.38922384122241366,0.3836639899708766,0.38689393371408914,-0.07993090975244038,-0.13525913791702054,0.4363412440753823,0.36546776257199626,0.4960349299709731,-0.01926520426100633,0.11241198654930197,0.02097559860766139,0.3042444783108589,0.2760037255520449,0.057057935109575575
"Industrial design applications, nonresident, by count",0.1662927101394654,0.03854753139213233,-0.06996203810856987,0.042663587351894336,-0.011803101741895602,0.005332873350051747,-0.09919656811652713,-0.09355180145519047,0.14455423719542282,0.06419262472204862,0.3153910681828923,0.03930347684326682,-0.15936614419649933,0.02600755414992368,0.014354599888691949,0.027312081567403647,0.10362967032108897,-0.043694404444973745,-0.059129673826824006,0.22412100386116918,0.3691164200576202,-0.04339217189707954,-0.04354486408745013,0.05574668932535677,0.1741118256211362,0.14706860995043736,-0.02579117780022733,0.006541992552465229,0.25445957041611983,1.0,0.7724701785367319,0.26890345755606665,0.04458183683475656,0.0682181208279302,0.14325957145814905,0.018464403941043397,0.07211003276800092,0.03038516902005621,-0.009216756090502492,-0.22499242680956652,0.008560089214995457,0.049114386272235196,0.11787860468554817,-0.336803609920692,0.06672066806460274,0.2134593361093165,0.05600386367180465,-0.033417057413063785,0.1624968235011585,0.14914320207064247,0.0644430418349264,0.19178385125755112,0.017728516483704295,-0.007596952642374493,0.00018379997108441902,0.02157565348533829,-0.06160678376506239,0.007947349029493123,0.06413127894872968,0.13743300043219348,0.0392479105876818,0.7278582493743007,0.7536394933229305,0.11933645451487696,-0.0013194651388637713,0.1028959101969904,-0.016217381557710384,-0.016544414348670385,-0.009101890409699533,-0.2259849884114926,-0.034878466262220645,0.30643680743199525,-0.03650009511778102,0.027671663879604867,0.03948567850490368,0.02498656714451629,-0.014768805044453633,0.2563771059809298,0.013041175928008639,-0.031001468420708323,0.0042607792402661075,-0.002838531431208491,0.012113261146204916,0.13851834703881818,-0.14240148376146372,0.026468645138315167,-0.10788042966922352,0.018758366502188734,0.01580046769433239,0.026564444738668543,0.17496734236568884,-0.4700730373292231,0.014741442006448694,0.2677657193115898,0.0728544243486457,0.12335777293079538,0.1981752282530636,-0.09749452546161905,0.16131964418071948,0.15444155028862064,0.36394374255646295
"Industrial design applications, resident, by count",0.16601582274852372,0.014162196785424061,-0.10075219337354945,0.008236566051086283,-0.013374554613709202,0.03766047527336484,-0.08092210792640164,-0.0709113363855536,0.17340949978478054,0.11318609379201654,0.35173615237537814,0.06781704676810903,-0.08193365039970105,0.05887387126141178,0.050699175700052876,0.05946097973945533,0.03755506838842716,-0.06617809761045979,-0.06510642528095538,0.2428915448625765,0.38608003289502313,-0.04040713274057056,-0.053404171134332504,0.16834211769382745,0.17203513727742314,0.09190560996645752,-0.05563369994768964,0.04298317153080264,0.2852624432861736,0.7724701785367319,1.0,0.29452208715348505,0.026421844576884658,0.1471469738708011,0.10644895765113381,-0.0054879254472449636,0.14838736229783475,0.04033069589815513,0.04322118423525945,-0.26712028525258524,-0.0057558369404877635,0.06303419251337053,0.15148649583346444,-0.2789481832370349,0.06683982211446102,0.24648857145419237,0.14970992587224657,0.05546073175212142,0.19225998942169206,0.20384581415336758,0.11200915225902192,0.24893532415826133,-0.027664817549020684,-0.019719082053897316,0.0027013796414551727,0.07870422845524082,0.00446539960940614,0.03749180528384793,0.004078247094693215,0.10147287467608541,0.017889551758336404,0.7922837051286579,0.9114645017558418,0.12448374767324664,-0.017556488827351214,0.15591793033823909,-0.032604652698708755,-0.020967507827188057,-0.02237903907138791,-0.24380551464552375,-0.014277324232430862,0.3241830685672859,-0.15014462945401327,0.04841677925392148,0.05965327827854078,0.0894308571531242,0.09259653343105517,0.3163969545369099,0.0031681356802414047,0.037081906539895376,-0.00990341404872916,-0.013494846692942965,-0.0006360768648816245,0.09090775563740325,-0.1389676435490821,0.04492509690779334,-0.05355121363102709,0.03739630289272095,0.037459002900421166,0.04610743548994149,0.16113700126140235,-0.5430645760248638,0.03255437368382147,0.37993980859637,0.1557182054245469,0.1850787974236391,0.27746970501411566,-0.10420966126958943,0.25186337867961256,0.2358022789474506,0.38605252182199595
"Listed domestic companies, total",0.06525009734000624,0.08017822888389341,-0.11076016154331918,-0.08949011352626877,-0.020280581706411782,0.13879180382091683,-0.06409387701825925,-0.048986019266297205,0.11256310106920221,0.014408390065727356,0.24800695603252781,0.0025493551177037665,-0.13464381204170148,-0.02314041310515691,-0.03853024221893856,-0.013401928530258454,0.09437348531820403,-0.13493397721276104,-0.06443040835587249,0.1974985226202478,-0.04121128709242533,0.11650288856731114,0.015791197567331657,0.1478643097367704,0.05701052135270612,-0.028890776702697085,-0.10166389534037709,0.04965458478916227,0.14744837887170134,0.26890345755606665,0.29452208715348505,1.0,0.15625718699467817,0.13208682852974069,0.15974814557511202,-0.0654386086541408,0.027732251859438437,0.22815523789372055,0.009737865804277294,0.01711180089317113,0.17206852567069184,-0.02649882819029023,0.05688181948173437,-0.023523929432850768,0.10240869399607477,0.03139028393731033,0.09989519079440454,0.09944099664981623,0.10232537557365802,0.08034625685928153,0.03409744563543781,0.01168492604310623,0.17609932555223728,0.015777216570169738,0.0252568321733669,0.05537679419845584,-0.0026758574152687536,0.0033530341684446696,0.015212348936617165,-0.11817391868680771,0.058250656805429624,0.2790490192549178,0.3000404911919761,0.11168108307495707,0.032118028332650046,0.11966734973277897,0.0318875815741559,0.03021085326542951,0.027331316355772756,-0.1860273822277247,0.08676745654708493,-0.11836812049043417,-0.04273259211295476,0.022427450715510167,0.02893345893238321,0.02398286671571645,0.06317607529558839,0.15388200603447266,0.026395932616851414,-0.034820295266301725,0.013840807135377204,0.0012991839115947445,0.026932997379893384,0.12544340570121976,0.01791549594729083,0.008625880112975565,-0.12298495248377597,-0.004491931351510508,-0.01157697329517431,0.005377585016951484,0.129804223753256,-0.03337293644856872,-0.0685282482704097,0.275920802377058,0.10046314773685573,0.06913866890676698,0.4057008583037953,-0.06181182174093369,0.23510286616196271,0.22889028287235244,-0.07626790497570979
Net ODA received per capita (current US$),0.027184697096902213,0.22018573495562058,0.06756050882835386,0.10465005418023432,0.09633676467899924,0.11687393495729533,-0.03159103442589265,-0.005811756189923544,-0.10924703750523543,-0.2990211860213319,-0.06785751735755119,0.2611525851696537,-0.4741586232723363,0.2396765448605875,0.22604785872532937,0.25110501827373594,0.42127845019823795,-0.28559507257541455,-0.10103870628277811,0.020549308701435794,-0.14029720534494014,0.1038978170178889,0.0837952854583738,-0.30824888638404724,-0.08016447555592204,0.15616182706007886,0.23705310729645127,-0.09842572914612435,0.0367610129652942,0.04458183683475656,0.026421844576884658,0.15625718699467817,1.0,0.02881547258599515,0.0016783799924537713,0.15982001407007784,-0.16774637720833138,0.47080107196817456,0.04147309569634523,0.04337805394655561,0.29204833039501726,-0.03886775340242962,-0.03323688993308044,-0.025279258666146116,-0.09933906026444875,-0.0464771801320719,0.12249277730981413,-0.14929296920321541,0.3164628895677316,0.2800626939034762,-0.05799659994727203,-0.057990938528279606,0.20543373373262588,0.10079817226117782,0.17343426320724464,-0.09118992611083758,-0.22181968627221063,-0.23215891224969773,0.2011025123212177,-0.061969565974893975,-0.07610636696045076,-0.09916958367868535,0.02553049742701168,0.17002005410701093,0.3606060167630746,-0.37244585730378194,0.3651144309961397,0.36051789621402863,0.367544710609379,0.38057582021744246,0.10043036218531626,-0.15824184370496763,-0.20909121136269884,0.19081211227785122,0.2005007216209427,0.16535184873212583,0.06610620071609061,-0.10768835691900988,0.21931057868580947,-0.48988359389841873,0.2091686176797057,0.19102827672061837,0.2319413464797756,0.44695395465131404,0.19029054552137908,0.22893319655299196,-0.44896640005675426,0.21001428865345467,0.20961873589382374,0.2301361057819243,0.39967543364295877,0.16245704574271555,-0.1199206328955455,-0.23330461797588345,-0.230339014092333,-0.26707535192668264,-0.36082715377524827,0.029267782282585194,-0.30711495003630496,-0.3106355381714189,-0.15088204469181177
"Net bilateral aid flows from DAC donors, Australia (current US$)",0.06324211752505415,0.14316807093972406,-0.06774918783759101,-0.03485874586238801,0.06569632544061363,0.13451942251744908,-0.045182752383333025,-0.039082817183622554,0.18051297513630624,-0.0910027713002386,0.1962858043184805,0.2762550718677645,-0.02620114176306252,0.27829302853821314,0.2762822743898203,0.27119998893508646,0.0625327173905587,-0.03142469717582178,-0.31481002925791746,0.1161489319167851,-0.08619376215964301,-0.05160131536321577,-0.06823387776129188,0.16678617153462477,-0.16018076115661348,0.13127521858218827,-0.031088277854118142,0.1457765912105908,0.19983222518395002,0.0682181208279302,0.1471469738708011,0.13208682852974069,0.02881547258599515,1.0,0.20697740620356528,0.11258003564366825,0.24255547342033199,0.04557207558826429,0.3489379817539813,0.17638359752062516,0.057744907506207324,0.057999442755038745,0.3577238789415025,0.21445254613310694,0.24464516511379894,-0.012007206891854189,0.25361649857438734,0.49446168175154837,0.13967761477001964,0.10695425654292517,0.4072051700099755,-0.025801684690467275,-0.04688412040851225,-0.13609080908118595,0.14132121257581554,0.33343533072496795,0.3806959227127478,0.1479523253706732,-0.12325519745727126,0.016160801849530927,0.1705869743129079,0.058716889249363934,0.12238178820242215,-0.2518073551753761,0.09951961481735017,0.2178999414600812,0.10558624572184523,0.13666367380819133,0.1084061082704552,-0.2189225316592858,0.08512393930877152,-0.15473327555986885,-0.4621596133262663,0.17886774446712445,0.18072811617038143,0.15167019429827497,0.15261496781308836,0.06251618115854246,0.22158021742123543,-0.0134497421602415,0.20627971897846017,0.2063608607869601,0.21472455316219946,0.1451328767390871,0.03374574580917406,0.3079658721475587,-0.138469175489504,0.302498453249272,0.3080009718886269,0.3143162881630633,0.1655954302059762,0.00891676440798809,0.18902071983031893,0.4487532119559539,0.26560710034396484,-0.039444904641377385,0.1260693751427102,-0.11179136133321259,0.13853419788539056,0.1267580904130022,-0.11880905965242826
"Net bilateral aid flows from DAC donors, Austria (current US$)",-0.13996605010090415,0.2663694118502506,-0.036532079344154415,0.02850727321613905,0.17239000471977275,0.1095287328682442,-0.01940411587093797,0.0031526826135368346,0.18429340447238346,-0.07766955897116296,0.2160908029900695,0.07445296041473375,0.042871266622783934,0.08783832730885152,0.09190158989442608,0.07007173378399753,-0.16822128116738722,-0.12759453286880548,-0.21975475426202637,0.0823385336534354,0.0047184911309636635,-0.07835995546665658,-0.0625650604511247,0.2773791989439899,-0.22881209641102923,0.058538677518997086,0.030720970793217475,0.03627546713385094,0.05828794582492499,0.14325957145814905,0.10644895765113381,0.15974814557511202,0.0016783799924537713,0.20697740620356528,1.0,0.053961971718592815,0.11095943120587598,0.43390011456366934,0.24314728923727102,-0.11336712691765016,0.5601047311547137,0.17433448920360847,0.40999656001673757,-0.004786039082333607,0.554561345962725,0.4160858848944053,0.08315996320581412,-0.07559550140014758,0.24210414931131163,-0.022936304487193245,0.1833976764145186,-0.07528100417705184,0.13689750762714709,-0.28044765490066487,0.5997697333141481,0.42742293399485703,0.40186035572019385,0.24558825835471057,0.04247544976653018,0.004134773488930116,0.1316479353250599,-0.07748743310410625,0.04297790509435966,-0.2227757524347148,-0.10180563785235186,0.22066720494587494,-0.10121169683339273,-0.0716377774002836,-0.11263201857482509,-0.21326825476920055,-0.07435180677354247,-0.057967454395810455,-0.34942425723507575,0.23625991480615965,0.2412436623088264,0.15494061443673027,0.051253993313901555,0.03250307594974365,0.1274909048336967,0.06378671096101379,0.1246923833459118,0.1340786627195389,0.12270892701628615,-0.012799466045559113,0.09551972294591128,0.14357781891265736,0.05096994695111636,0.15531709302501176,0.15855096169631286,0.15473725625529453,-0.22780665855018248,0.007494405851542009,0.06541657340376755,0.40354624259840416,0.3781643168855351,-0.0067931369175903075,0.1893805518673107,-0.04920056552968305,0.17151519826484768,0.15806336058741316,-0.024958808856319514
